player_id,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,height,weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,,current_mv
11166,11203,ben hinchliffe,64,65,60,62,66,40,65,37,44,17,10,47,17,12,21,56,24,28,43,51,30,15,54,41,58,26,55,22,25,22,18,12,62,37,63,29,GK,3,1,right,185,73,,37,England,EFL League One,Stockport,"Cross Claimer, Far Reach",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ben-hinchliffe/169798,65,60,62,65,66,,
11167,11203,otto hindrich,64,64,63,54,65,26,63,30,21,6,8,41,5,9,12,39,10,11,25,21,12,6,28,42,57,15,21,12,13,9,13,12,43,27,44,22,GK,2,1,right,193,76,,22,Romania,SUPERLIGA,CFR 1907 Cluj,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/otto-hindrich/248586,64,63,54,63,65,,200000
11168,11203,brendan hines-ike,64,53,53,54,58,64,73,56,50,39,52,65,49,47,42,54,50,35,58,56,48,54,65,64,58,58,64,65,63,64,63,61,71,69,75,71,CB,3,2,right,185,77,,29,United States,MLS,Austin FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/brendan-hines-ike/231948,,,,,,,800000
11169,11203,patrick hoban,64,51,64,52,59,38,72,54,49,69,67,65,56,63,66,59,44,47,52,51,55,55,51,56,64,67,65,33,64,37,35,34,72,67,76,69,ST,3,2,right,180,84,,33,Republic of Ireland,SSE Airtricity PD,Derry City,"Aerial, Finesse Shot, Power Header",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/patrick-hoban/200845,,,,,,,150000
11170,11203,joe hodge,64,66,53,61,65,59,60,70,62,57,51,57,53,48,53,63,56,47,65,65,53,62,73,79,62,65,62,61,48,60,61,60,55,64,54,70,CDM,2,2,right,177,76,"CAM, CM",22,Republic of Ireland,EFL League One,Huddersfield,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joe-hodge/261032,,,,,,,1500000
11171,11203,raphael hofer,64,55,59,67,64,59,68,54,55,58,52,71,66,40,60,64,68,65,68,65,72,63,66,67,62,66,65,58,50,62,60,62,59,71,68,68,CM,3,3,left,184,74,,21,Austria,Ö. Bundesliga,RB Salzburg,"Press Proven, Slide Tackle, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/raphael-hofer/276473,,,,,,,400000
11172,11203,jonas hofmann,64,68,52,64,65,61,57,67,68,59,44,73,53,34,53,64,61,62,65,66,65,61,81,82,67,64,62,63,48,65,61,61,49,71,45,71,CM,3,2,right,173,74,CDM,27,Germany,3. Liga,Energie Cottbus,,,,,,,,,175000
11173,11203,kasper høgh,64,77,62,50,62,28,64,76,77,64,64,66,55,54,56,53,42,40,56,47,40,60,75,66,60,62,58,25,59,24,24,24,77,52,73,52,ST,3,2,right,186,77,,23,Denmark,Eliteserien,FK Bodø/Glimt,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kasper-h-gh/243203,,,,,,,1000000
11174,11203,oscar højlund,64,74,56,60,66,61,66,76,72,64,56,57,55,50,45,63,52,48,65,63,53,63,79,74,65,64,64,63,56,60,61,62,72,69,64,68,CM,3,2,right,184,76,CDM,19,Denmark,Bundesliga,Frankfurt,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/oscar-h-jlund/274952,,,,,,,700000
11175,11203,odin thiago holm,64,78,55,64,64,55,59,82,75,62,55,58,51,47,51,68,53,58,70,65,58,59,80,83,62,62,64,57,47,48,61,59,64,63,56,60,CM,3,4,right,176,66,CDM,21,Norway,Scottish Prem,Celtic,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/odin-thiago-holm/246860,,,,,,,2000000
11176,11203,dinko horkaš,64,64,61,61,66,48,62,52,43,8,10,46,9,15,17,54,21,12,21,26,12,11,59,33,65,24,21,9,13,18,11,11,64,26,66,25,GK,2,1,right,189,77,,25,Croatia,LALIGA EA SPORTS,UD Las Palmas,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dinko-horkas/244262,64,61,61,62,66,,
11177,11203,hormigo,64,67,26,53,51,62,57,69,65,51,28,20,20,27,32,38,60,33,62,51,50,45,53,61,60,54,55,65,55,61,64,61,62,63,56,50,LB,3,3,left,182,75,CB,21,Spain,LALIGA EA SPORTS,Sevilla FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hormigo/275622,,,,,,,
11178,11203,santeri hostikka,64,77,56,61,66,34,59,75,78,61,58,59,53,45,53,62,61,60,62,57,65,65,76,69,62,65,61,30,38,35,35,32,55,71,56,51,LW,3,3,right,183,76,"RW, CAM, LM",26,Finland,Finnliiga,HJK Helsinki,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/santeri-hostikka/247286,,,,,,,300000
11179,11203,marco huamán,64,70,62,60,65,59,54,70,70,60,64,60,60,55,61,57,70,60,59,58,45,73,57,63,57,60,45,58,44,55,67,66,50,61,50,55,RW,3,3,right,175,68,"RM, RB",21,Peru,Libertadores,Alianza Lima,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marco-huaman/261563,,,,,,,425000
11180,11203,muharem huskovic,64,73,62,57,69,20,57,73,73,64,66,61,56,59,52,63,53,38,62,55,47,69,81,70,57,67,58,11,63,11,19,20,70,47,58,63,ST,3,3,right,180,69,,21,Austria,Ö. Bundesliga,FK Austria Wien,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/muharem-huskovic/263130,,,,,,,700000
11181,11203,isaac hutchinson,64,72,61,64,66,52,67,74,71,61,59,64,64,51,62,63,64,62,65,64,65,65,72,75,63,64,65,50,44,52,55,53,60,81,65,54,CM,3,3,right,185,78,"LM, LW",24,England,EFL League One,Bristol Rovers,"Finesse Shot, Incisive Pass, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/isaac-hutchinson/245893,,,,,,,500000
11182,11203,gabriel iancu,64,63,66,67,67,32,58,65,62,63,63,69,67,68,69,68,65,68,67,63,72,69,65,60,55,69,69,26,56,32,29,24,66,43,66,56,ST,3,3,left,186,80,,30,Romania,SUPERLIGA,Farul Constanța,Flair,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gabriel-iancu/235345,,,,,,,550000
11183,11203,franco ibarra,64,67,45,55,59,65,64,68,66,57,40,54,48,37,37,55,48,41,62,56,43,57,63,68,63,59,50,65,57,64,68,63,63,71,58,71,CDM,3,2,right,175,69,CM,23,Argentina,Libertadores,Rosario Central,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/franco-ibarra/254695,,,,,,,1800000
11184,11203,christopher ibayi,64,62,65,48,60,26,66,60,64,66,66,68,62,59,66,55,42,42,51,44,46,58,58,53,62,65,58,23,65,17,27,18,72,61,73,54,ST,2,3,right,187,82,,29,Congo,Ligue 2 BKT,AC Ajaccio,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/christopher-ibayi/70187,,,,,,,700000
11185,11203,sunusi ibrahim,64,86,60,53,64,23,70,88,85,60,62,69,53,49,53,52,48,36,60,49,47,64,83,80,48,60,54,18,60,13,22,27,81,58,85,47,ST,2,2,right,168,79,CAM,21,Nigeria,MLS,CF Montréal,"Rapid, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sunusi-ibrahim/260443,,,,,,,600000
11186,11203,emirhan i̇lkhan,64,66,58,63,70,50,48,68,64,64,57,62,59,47,50,67,54,52,67,63,59,73,73,76,54,68,63,50,49,45,55,50,44,67,35,59,CM,3,3,right,175,68,CAM,20,Turkey,Serie A Enilive,Torino,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emirhan-ilkhan/266257,,,,,,,3000000
11187,11203,tomoki imai,64,57,24,48,55,62,77,62,53,50,20,25,22,27,34,38,52,26,61,37,35,52,57,55,60,58,60,63,62,62,63,61,77,81,82,59,CB,3,2,right,178,78,RB,33,Japan,A-League,Western United,Intercept,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tomoki-imai/232596,,,,,,,300000
11188,11203,sandro ingolitsch,64,71,41,58,62,61,65,70,71,59,39,45,38,29,41,57,60,45,61,59,40,62,67,73,58,58,61,63,58,62,60,60,68,67,66,60,RB,3,2,right,179,72,RM,27,Austria,Ö. Bundesliga,SCR Altach,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sandro-ingolitsch/239476,,,,,,,350000
11189,11203,jack iredale,64,72,43,56,58,61,74,74,71,60,33,53,50,31,50,51,61,57,58,49,53,60,62,42,61,58,53,59,60,60,64,62,85,71,72,78,CB,3,2,left,184,70,LB,28,Australia,Scottish Prem,Hibernian,Long Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jack-iredale/248718,,,,,,,250000
11190,11203,joe ironside,64,67,63,50,59,41,82,66,68,64,64,64,60,51,69,56,47,43,54,42,45,58,55,70,64,60,62,41,67,42,34,31,80,82,84,75,ST,3,2,right,180,75,,30,England,EFL League Two,Doncaster,Aerial,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joe-ironside/211143,,,,,,,275000
11191,11203,aziel jackson,64,77,57,57,71,33,51,79,75,60,58,64,45,56,56,62,52,30,64,54,40,74,86,82,53,65,64,30,35,29,40,32,57,36,58,49,CAM,3,3,right,175,68,RM,22,United States,MLS,Columbus Crew,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/aziel-jackson/262094,,,,,,,2000000
11192,11203,damian jakubik,64,76,32,54,50,60,71,77,75,29,28,39,33,36,34,45,59,52,58,56,35,42,59,59,58,56,45,61,44,62,61,63,66,73,71,68,RB,3,2,right,183,77,,34,Poland,PKO BP Ekstraklasa,Radomiak Radom,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/damian-jakubik/233006,,,,,,,100000
11193,11203,jeremías james,64,44,33,40,43,64,70,36,51,37,27,57,24,30,32,29,20,22,56,54,23,34,42,52,59,50,53,64,69,64,63,62,65,61,74,72,CB,2,2,left,191,83,,23,Argentina,Primera División,Dep. Riestra,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jeremias-james/266808,,,,,,,50000
11194,11203,alexandre jankewitz,64,68,57,61,66,58,71,69,67,59,55,67,53,54,56,63,50,51,66,67,61,67,70,65,62,65,64,57,57,56,60,58,63,76,72,63,CDM,3,2,right,185,80,CM,22,Switzerland,CSSL,FC Winterthur,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alexandre-jankewitz/257244,,,,,,,1000000
11195,11203,mohamed jaouab,64,57,29,42,51,64,65,45,67,15,21,56,23,18,44,27,32,21,59,45,34,48,48,48,54,56,50,62,68,61,68,63,67,57,71,60,CB,3,2,right,190,75,,22,Morocco,Ligue 1 McDonald's,Stade Rennais FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mohamed-jaouab/277930,,,,,,,600000
11196,11203,paweł jaroszyński,64,63,53,63,63,64,71,63,63,57,54,51,50,57,47,57,66,42,66,65,66,64,64,59,62,63,60,67,60,64,64,63,72,67,74,67,LM,3,3,left,184,77,"LB, LW",29,Poland,Serie BKT,Salernitana,Long Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pawe-jaroszynski/219661,,,,,,,
11197,11203,seedy jatta,64,81,61,46,66,26,67,80,82,61,64,63,55,57,56,51,33,30,57,40,41,64,86,81,58,64,49,15,64,30,18,19,81,60,74,53,ST,3,2,right,182,70,,21,Norway,Ö. Bundesliga,SK Sturm Graz,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/seedy-jatta/261293,,,,,,,2000000
11198,11203,jauregizar,64,60,55,57,62,56,57,55,64,65,60,45,63,30,37,68,35,55,62,64,38,62,52,68,66,65,46,65,42,48,65,48,49,59,58,53,CM,3,3,right,177,74,CDM,20,Spain,LALIGA EA SPORTS,Athletic Club,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jauregizar/279604,,,,,,,
11199,11203,mehdi jeannin,64,66,62,65,66,49,61,49,50,18,9,49,8,10,15,15,15,9,31,19,10,10,37,57,55,22,52,21,16,10,19,18,67,27,71,19,GK,2,1,right,187,81,,33,Algeria,Ligue 2 BKT,Pau FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mehdi-jeannin/204773,66,62,65,61,66,,150000
11200,11203,keegan jelacic,64,74,57,60,65,54,69,77,71,61,55,60,56,53,59,64,54,56,64,57,60,64,80,75,62,62,60,55,49,52,57,56,67,77,65,67,LM,4,3,right,177,70,"RM, CAM, LW",22,Australia,A-League,Brisbane Roar,Flair,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/keegan-jelacic/261244,,,,,,,300000
11201,11203,fredrik oldrup jensen,64,50,51,57,60,63,70,52,48,53,46,62,51,48,52,58,50,58,60,60,56,57,62,62,61,62,64,66,58,64,63,61,63,75,70,65,CDM,3,2,right,185,73,"CM, CB",31,Norway,Eredivisie,NAC Breda,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fredrik-oldrup-jensen/198811,,,,,,,325000
11202,11203,kevin jensen,64,76,60,59,67,20,47,74,77,58,57,67,63,55,52,62,61,50,61,49,59,65,82,81,59,64,65,23,41,15,16,22,44,58,41,50,LW,3,3,right,173,64,LM,23,Sweden,Allsvenskan,Kalmar FF,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kevin-jensen/265752,,,,,,,400000
11203,11203,anders finjord jenssen,64,50,32,46,48,63,74,51,50,28,25,52,25,38,40,31,33,30,62,56,32,39,49,55,60,55,59,62,63,63,63,61,74,67,85,56,CB,2,2,right,185,84,,30,Norway,Eliteserien,Tromsø IL,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/anders-finjord-jenssen/247376,,,,,,,
11204,11203,jeong woo jae,64,73,59,60,66,59,71,74,73,62,56,64,66,46,45,59,65,50,61,57,55,66,74,73,58,64,57,59,57,60,59,56,75,73,74,61,LB,5,3,right,179,70,LM,32,Korea Republic,K League 1,Jeonbuk Hyundai,"Block, Relentless",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jeong-woo-jae/222798,,,,,,,
11205,11203,ji dong won,64,52,64,56,60,40,67,59,47,72,65,63,58,69,60,53,55,60,57,54,58,58,47,58,46,70,60,48,71,35,37,20,77,56,74,60,ST,4,2,right,188,81,"LM, LW",33,Korea Republic,K League 1,Suwon FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ji-dong-won/199266,,,,,,,
11206,11203,jian tao,64,60,67,57,69,19,64,15,26,7,5,43,5,5,16,34,11,10,15,21,14,11,32,38,53,10,38,14,14,9,11,11,48,23,56,18,GK,2,1,right,186,80,,23,China PR,CSL,Rongcheng FC,Deflector,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jian-tao/275318,60,67,57,64,69,,
11207,11203,joão magno,64,68,65,44,56,28,81,69,68,60,67,68,60,57,65,50,34,40,50,36,40,58,58,37,58,55,57,20,72,23,27,21,87,69,86,80,ST,2,2,left,195,88,,27,Brazil,K League 1,GwangJu FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joao-magno/269978,,,,,,,450000
11208,11203,marcel johnen,64,68,60,64,68,27,59,28,26,9,7,48,7,9,15,43,12,13,36,28,11,11,26,33,55,18,29,12,11,11,12,9,61,44,75,18,GK,4,1,left,186,90,,21,Germany,3. Liga,Aleman. Aachen,"Far Throw, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marcel-johnen/261449,68,60,64,59,68,,175000
11209,11203,callum johnson,64,73,45,57,60,60,71,75,71,55,38,54,52,33,39,57,60,33,59,54,54,58,70,62,58,58,60,60,58,58,61,60,75,74,71,66,RB,3,2,right,188,71,,27,England,EFL League Two,Bradford City,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/callum-johnson/230809,,,,,,,200000
11210,11203,max johnston,64,81,36,58,60,57,64,80,81,52,32,39,37,37,32,54,62,38,60,57,60,57,72,73,54,59,53,55,46,56,62,61,66,70,64,56,RB,3,2,right,185,76,,20,Scotland,Ö. Bundesliga,SK Sturm Graz,Long Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/max-johnston/258036,,,,,,,1000000
11211,11203,jamie jones,64,64,63,66,64,34,64,32,36,7,13,50,15,12,45,40,13,18,32,38,12,15,48,42,59,23,35,19,11,8,13,13,49,27,51,25,GK,2,1,right,188,91,,35,England,EFL League Two,Salford City,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jamie-jones/182365,64,63,66,64,64,,150000
11212,11203,antonio jonjić,64,76,62,57,69,31,64,80,72,66,65,62,60,60,42,62,55,54,59,46,61,70,81,70,62,67,61,28,52,22,35,33,72,60,70,50,ST,3,3,right,184,83,"RM, LM",25,Germany,3. Liga,FC Hansa Rostock,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/antonio-jonjic/247123,,,,,,,
11213,11203,viðar ari jónsson,64,80,56,59,63,60,66,80,80,63,58,56,56,54,38,62,61,39,61,54,56,61,73,65,60,63,60,61,58,58,62,60,73,76,63,59,RW,4,3,right,184,75,"RM, RB",30,Iceland,Eliteserien,HamKam Fotball,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/vi-ar-ari-jonsson/238195,,,,,,,
11214,11203,filip jørgensen,64,73,55,60,67,57,64,74,73,66,58,57,49,42,45,65,48,39,66,65,46,64,81,80,64,65,68,61,54,57,56,53,65,78,59,61,CM,3,3,right,178,74,,22,Norway,Eliteserien,Odds BK,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/filip-j-rgensen/256418,,,,,,,1800000
11215,11203,marcelo jorquera,64,73,39,59,63,58,70,74,72,58,35,45,37,35,40,51,66,39,63,59,56,60,76,59,58,66,60,55,49,56,63,61,69,70,73,62,LB,3,2,left,178,75,,31,Chile,Libertadores,Cobresal,Anticipate,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marcelo-jorquera/214231,,,,,,,400000
11216,11203,jorquera,64,70,53,61,64,28,51,68,71,58,60,52,40,42,52,60,65,43,63,62,44,67,65,66,54,64,50,22,45,24,32,25,56,57,57,29,LM,3,3,left,171,63,LW,24,Spain,LALIGA HYPERMOTION,CD Eldense,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jorquera/276090,,,,,,,
11217,11203,kyle joseph,64,75,62,53,65,23,60,76,75,66,64,64,57,59,56,59,49,36,59,45,45,66,70,66,63,65,56,18,59,24,13,20,73,69,64,36,ST,3,2,right,185,75,LM,23,Scotland,EFL League One,Blackpool,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kyle-joseph/251275,,,,,,,400000
11218,11203,andreas jungdal,64,67,61,57,67,23,63,21,25,6,7,43,5,8,19,32,13,12,32,28,12,7,31,21,53,17,27,11,13,5,12,14,59,18,75,28,GK,2,1,right,195,82,,22,Denmark,Serie BKT,Cremonese,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andreas-jungdal/273047,67,61,57,63,67,,1500000
11219,11203,elton kabangu,64,77,62,60,68,33,52,77,77,62,66,62,53,59,61,61,63,51,62,56,49,69,74,65,57,68,57,19,60,30,38,30,75,32,65,38,ST,3,3,left,178,70,LW,26,Belgium,1A Pro League,R. Union St.-G.,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/elton-kabangu/231322,,,,,,,700000
11220,11203,sullay kaikai,64,82,61,60,66,48,52,80,84,61,60,66,58,60,59,63,63,66,57,52,65,65,82,74,59,63,62,47,39,48,51,52,58,51,57,37,RM,3,3,right,182,70,"LM, RB, RW",29,Sierra Leone,EFL League One,Cambridge Utd,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sullay-kaikai/212493,,,,,,,250000
11221,11203,sherif kallaku,64,69,60,62,65,36,44,75,64,63,63,56,56,45,68,61,57,62,65,63,58,68,68,56,63,64,57,36,37,35,39,28,44,49,42,42,CAM,3,3,right,181,73,,26,Albania,SUPERLIGA,Sepsi OSK,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sherif-kallaku/275701,,,,,,,500000
11222,11203,brent kallman,64,46,39,49,37,63,76,50,42,39,31,57,40,34,49,32,32,31,67,66,32,36,38,45,59,31,57,64,63,66,63,56,73,70,81,72,CB,2,2,right,188,86,,33,United States,MLS,Nashville SC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/brent-kallman/237397,,,,,,,200000
11223,11203,mohammed kamara,64,76,59,56,67,29,64,77,75,62,61,61,55,46,57,55,55,41,62,49,55,69,74,64,60,66,51,21,60,26,28,21,75,62,67,57,LW,4,3,right,184,77,"RW, LM",26,Liberia,SUPERLIGA,CFR 1907 Cluj,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mohammed-kamara/246827,,,,,,,600000
11224,11203,krzysztof kamiński,64,64,61,65,65,36,66,30,44,15,15,49,14,15,23,41,13,17,26,24,16,14,38,58,56,26,27,18,12,18,12,13,50,34,54,21,GK,3,1,right,191,81,,33,Poland,PKO BP Ekstraklasa,Pogoń Szczecin,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/krzysztof-kaminski/210422,64,61,65,66,65,,
11225,11203,bernard kamungo,64,77,64,54,67,45,48,78,77,69,68,66,57,58,58,55,60,40,54,48,50,70,64,78,52,64,66,39,56,42,48,42,62,55,48,37,RM,2,3,left,175,68,"RW, LM",22,United States,MLS,FC Dallas,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bernard-kamungo/275101,,,,,,,1000000
11226,11203,kang seong jin,64,80,58,53,67,27,57,81,79,67,57,64,52,59,58,63,58,52,46,43,64,71,83,64,61,61,51,24,43,25,26,25,63,64,61,35,RM,2,4,left,178,76,RW,21,Korea Republic,K League 1,FC Seoul,"Finesse Shot, Flair, Technical, Trickster",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kang-seong-jin/261401,,,,,,,
11227,11203,abdoulaye kanté,64,63,40,55,60,63,62,68,59,42,36,49,41,28,42,51,44,38,67,59,42,58,67,68,59,61,55,63,57,60,68,65,64,66,59,64,CDM,3,2,right,180,75,CM,19,Côte d'Ivoire,Ligue 2 BKT,ESTAC Troyes,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/abdoulaye-kante/276827,,,,,,,
11228,11203,juan cruz kaprof,64,76,63,59,63,32,64,79,74,65,62,64,62,62,67,63,55,47,62,56,55,61,75,82,61,62,53,25,59,37,25,29,75,55,70,55,ST,2,4,right,169,71,,29,Argentina,SUPERLIGA,FC Botoșani,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/juan-cruz-kaprof/216802,,,,,,,300000
11229,11203,malte karbstein,64,61,36,48,51,63,71,54,67,34,39,36,32,29,38,39,43,34,59,49,36,47,53,57,57,54,45,62,64,61,66,63,64,62,77,69,CB,3,2,left,190,80,,26,Germany,3. Liga,SV Waldhof,Jockey,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/malte-karbstein/243738,,,,,,,225000
11230,11203,gregory karlen,64,65,64,63,65,57,65,63,66,65,63,67,64,57,57,64,57,56,68,66,48,65,63,59,63,67,55,52,65,56,59,55,69,58,66,69,CM,3,3,right,187,79,CAM,29,Switzerland,CSSL,FC St. Gallen,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gregory-karlen/212140,,,,,,,
11231,11203,sander erik kartum,64,73,54,64,66,55,64,76,71,63,53,60,54,48,43,66,63,52,65,66,62,64,76,71,60,65,65,55,52,54,58,55,66,76,59,62,CM,3,2,right,180,73,CDM,28,Norway,Eliteserien,SK Brann,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sander-erik-kartum/261456,,,,,,,500000
11232,11203,jadel katongo,64,70,36,55,58,61,68,69,71,51,32,41,36,32,35,54,55,32,61,55,47,55,65,61,62,60,58,62,59,60,62,61,71,69,71,59,RB,3,2,right,184,81,"CB, CDM",20,England,Premier League,Manchester City,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jadel-katongo/277961,,,,,,,500000
11233,11203,lars kehl,64,66,61,61,67,39,57,69,64,61,63,64,56,55,55,63,53,57,67,60,56,67,82,79,62,65,50,38,54,35,39,34,61,56,59,50,RW,3,3,right,172,71,"ST, CAM, RM",22,Germany,3. Liga,VfL Osnabrück,Incisive Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lars-kehl/263025,,,,,,,350000
11234,11203,felix keidel,64,70,42,63,66,57,59,74,66,50,34,53,50,33,46,63,59,42,70,67,39,61,76,75,66,69,63,55,56,58,59,54,66,73,57,47,CM,3,2,right,178,73,CDM,21,Germany,3. Liga,FC Ingolstadt 04,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/felix-keidel/270554,,,,,,,275000
11235,11203,tidiane keita,64,70,53,63,64,55,64,75,66,63,48,62,55,47,45,65,60,45,67,64,45,63,65,69,64,66,62,57,58,49,59,52,70,67,63,63,CM,3,3,right,179,76,CDM,27,France,SUPERLIGA,FC Petrolul,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tidiane-keita/251104,,,,,,,350000
11236,11203,kader keïta,64,66,44,56,61,61,71,67,66,41,39,51,51,31,42,56,43,32,65,62,41,61,61,69,65,60,52,55,55,67,61,58,67,80,69,68,CDM,2,2,right,178,75,CM,23,Côte d'Ivoire,SUPERLIGA,CFR 1907 Cluj,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kader-keita/264696,,,,,,,
11237,11203,jonas kersken,64,67,45,66,70,25,67,25,24,5,8,50,5,8,11,45,12,10,29,25,12,14,34,25,63,20,35,10,10,10,10,13,51,16,58,25,GK,3,1,right,190,88,,24,Germany,3. Liga,Arminia Bielefeld,Footwork,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jonas-kersken/257914,67,45,66,67,70,,225000
11238,11203,hugo keto,64,65,62,60,64,46,63,49,41,8,16,45,18,19,25,48,13,19,26,24,18,20,46,50,59,24,38,18,19,9,17,14,64,25,62,25,GK,2,1,right,192,79,,26,Finland,Eliteserien,Sandefjord,"Cross Claimer, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hugo-keto/225766,65,62,60,63,64,,350000
11239,11203,anan khalaili,64,76,62,56,67,25,59,75,77,64,60,68,63,49,53,61,59,42,57,48,62,67,79,78,58,63,59,21,38,19,30,23,59,68,64,35,RW,5,4,right,183,70,"ST, RM",20,Israel,1A Pro League,R. Union St.-G.,"Flair, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/anan-khalaili/70888,,,,,,,5000000
11240,11203,benji kikanović,64,87,58,49,64,24,63,88,87,61,60,63,49,49,53,42,58,29,59,37,35,68,62,64,65,62,49,19,59,20,23,12,81,63,71,38,LM,3,3,right,185,79,"LW, ST",24,United States,MLS,SJ Earthquakes,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/benji-kikanovic/261114,,,,,,,
11241,11203,alfie kilgour,64,64,46,44,52,62,73,63,64,30,41,59,50,47,35,38,30,26,56,53,36,48,56,50,59,54,60,61,64,62,63,61,79,56,84,67,CB,3,2,right,188,86,,26,England,EFL League One,Mansfield Town,"Aerial, Block, Bruiser",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alfie-kilgour/231107,,,,,,,125000
